Symbol,Price,Type,Description,Quantity,Commission,Amount,Date
"AAPL250815C00200000","17.80","Trade","AAPL Aug 15, 2025 $200.00 Call",-1,"0.00","1779.87","Jul 03, 2025"
"META250815P00650000","11.70","Trade","META Aug 15, 2025 $650.00 Put",1,"0.00","-1170.12","Jul 03, 2025"
"QQQ250725P00560000","10.05","Trade","QQQ Jul 25, 2025 $560.00 Put",2,"0.00","-2010.23","Jul 03, 2025"
"AAPL250711P00210000","1.25","Trade","AAPL Jul 11, 2025 $210.00 Put",-6,"0.00","749.30","Jul 03, 2025"
"AMD260116C00200000","4.20","Trade","AMD Jan 16, 2026 $200.00 Call",4,"0.00","-1680.45","Jul 03, 2025"
"QQQ250725P00560000","10.02","Trade","QQQ Jul 25, 2025 $560.00 Put",2,"0.00","-2004.24","Jul 03, 2025"
"QQQ250725P00550000","6.07","Trade","QQQ Jul 25, 2025 $550.00 Put",-3,"0.00","1820.64","Jul 03, 2025"
"AMD260116C00180000","6.79","Trade","AMD Jan 16, 2026 $180.00 Call",8,"0.00","-5435.90","Jul 03, 2025"
"AAPL250711P00215000","3.15","Trade","AAPL Jul 11, 2025 $215.00 Put",4,"0.00","-1260.46","Jul 03, 2025"
"AAPL250711P00210000","1.22","Trade","AAPL Jul 11, 2025 $210.00 Put",-9,"0.00","1096.96","Jul 03, 2025"
"QQQ250725P00560000","10.12","Trade","QQQ Jul 25, 2025 $560.00 Put",2,"0.00","-2023.24","Jul 03, 2025"
"AAPL250711P00210000","1.21","Trade","AAPL Jul 11, 2025 $210.00 Put",-9,"0.00","1087.93","Jul 03, 2025"
,,"Option","CRWV250703P00110000",-1,,"0.00","Jul 03, 2025"
,,"Option","CRWV250703P00150000",-1,,"0.00","Jul 03, 2025"
,,"Option","CRWV250703P00130000",2,,"0.00","Jul 03, 2025"
"AMD270115C00200000","15.03","Trade","AMD Jan 15, 2027 $200.00 Call",-2,"0.00","3005.76","Jul 02, 2025"
"SLV260116C00030000","4.80","Trade","SLV Jan 16, 2026 $30.00 Call",5,"0.00","-2400.56","Jul 02, 2025"
"META250718C00705000","22.35","Trade","META Jul 18, 2025 $705.00 Call",1,"0.00","-2235.12","Jul 02, 2025"
"COIN250711P00355000","12.10","Trade","COIN Jul 11, 2025 $355.00 Put",1,"0.00","-1210.12","Jul 02, 2025"
"AMD270115C00250000","8.49","Trade","AMD Jan 15, 2027 $250.00 Call",1,"0.00","-849.12","Jul 02, 2025"
"NVDA250815C00140000","20.20","Trade","NVDA Aug 15, 2025 $140.00 Call",1,"0.00","-2020.12","Jul 02, 2025"
"AAPL250711P00210000","2.18","Trade","AAPL Jul 11, 2025 $210.00 Put",3,"0.00","-653.36","Jul 02, 2025"
"AAPL250711P00210000","2.23","Trade","AAPL Jul 11, 2025 $210.00 Put",2,"0.00","-446.23","Jul 02, 2025"
"SPXW250702P06180000","1.35","Trade","SPXW Jul 02, 2025 $6,180.00 Put",-3,"0.00","402.85","Jul 02, 2025"
"COIN250815C00340000","33.55","Trade","COIN Aug 15, 2025 $340.00 Call",1,"0.00","-3355.12","Jul 02, 2025"
"META250815C00720000","37.30","Trade","META Aug 15, 2025 $720.00 Call",2,"0.00","-7460.23","Jul 02, 2025"
"META250711P00712500","10.47","Trade","META Jul 11, 2025 $712.50 Put",2,"0.00","-2094.23","Jul 02, 2025"
"SPXW250702P06175000","1.10","Trade","SPXW Jul 02, 2025 $6,175.00 Put",3,"2.10","-334.25","Jul 02, 2025"
"COIN250815C00340000","33.40","Trade","COIN Aug 15, 2025 $340.00 Call",1,"0.00","-3340.12","Jul 02, 2025"
"NVDA250815C00140000","20.15","Trade","NVDA Aug 15, 2025 $140.00 Call",1,"0.00","-2015.12","Jul 02, 2025"
"AAPL250815C00200000","16.86","Trade","AAPL Aug 15, 2025 $200.00 Call",-3,"0.00","5057.64","Jul 02, 2025"
"SPXW250702C06225000","1.30","Trade","SPXW Jul 02, 2025 $6,225.00 Call",-3,"0.00","387.84","Jul 02, 2025"
"META250718C00705000","25.10","Trade","META Jul 18, 2025 $705.00 Call",1,"0.00","-2510.12","Jul 02, 2025"
"META250711P00712500","10.75","Trade","META Jul 11, 2025 $712.50 Put",1,"0.00","-1075.12","Jul 02, 2025"
"APP250718P00347500","23.10","Trade","APP Jul 18, 2025 $347.50 Put",-1,"0.00","2309.87","Jul 02, 2025"
"META250718C00705000","22.33","Trade","META Jul 18, 2025 $705.00 Call",1,"0.00","-2233.12","Jul 02, 2025"
"AAPL250815C00200000","16.70","Trade","AAPL Aug 15, 2025 $200.00 Call",-4,"0.00","6679.52","Jul 02, 2025"
"AAPL250815C00200000","16.80","Trade","AAPL Aug 15, 2025 $200.00 Call",-1,"0.00","1679.87","Jul 02, 2025"
"META250718C00705000","24.82","Trade","META Jul 18, 2025 $705.00 Call",1,"0.00","-2482.12","Jul 02, 2025"
"AAPL250815C00200000","16.80","Trade","AAPL Aug 15, 2025 $200.00 Call",-3,"0.00","5039.64","Jul 02, 2025"
"AAPL250815C00200000","16.80","Trade","AAPL Aug 15, 2025 $200.00 Call",-1,"0.00","1679.87","Jul 02, 2025"
"AMD270115C00150000","28.02","Trade","AMD Jan 15, 2027 $150.00 Call",1,"0.00","-2802.12","Jul 02, 2025"
"PLTR250725P00138000","10.00","Trade","PLTR Jul 25, 2025 $138.00 Put",-2,"0.00","1999.76","Jul 02, 2025"
"AAPL250815C00200000","16.54","Trade","AAPL Aug 15, 2025 $200.00 Call",-3,"0.00","4961.63","Jul 02, 2025"
"SPXW250702C06225000","1.67","Trade","SPXW Jul 02, 2025 $6,225.00 Call",-3,"0.00","498.85","Jul 02, 2025"
"COIN250711P00355000","12.02","Trade","COIN Jul 11, 2025 $355.00 Put",1,"0.00","-1202.12","Jul 02, 2025"
"AAPL250711P00210000","2.16","Trade","AAPL Jul 11, 2025 $210.00 Put",3,"0.00","-648.35","Jul 02, 2025"
"AAPL250815C00200000","16.40","Trade","AAPL Aug 15, 2025 $200.00 Call",-3,"0.00","4919.64","Jul 02, 2025"
"META250711P00712500","10.50","Trade","META Jul 11, 2025 $712.50 Put",2,"0.00","-2100.23","Jul 02, 2025"
"SPXW250702C06235000","0.30","Trade","SPXW Jul 02, 2025 $6,235.00 Call",3,"2.10","-94.26","Jul 02, 2025"
"SPXW250702C06235000","0.32","Trade","SPXW Jul 02, 2025 $6,235.00 Call",3,"2.10","-100.25","Jul 02, 2025"
,,"Option","SPXW250702P06175000",-3,,"0.00","Jul 02, 2025"
,,"Option","SPXW250702C06235000",-6,,"0.00","Jul 02, 2025"
,,"Option","SPXW250702P06180000",3,,"0.00","Jul 02, 2025"
,,"Option","SPXW250702C06225000",0,,"0.00","Jul 02, 2025"
"BABA250718C00112000","3.88","Trade","BABA Jul 18, 2025 $112.00 Call",-2,"0.00","775.76","Jul 01, 2025"
"AAPL250815C00200000","14.00","Trade","AAPL Aug 15, 2025 $200.00 Call",-1,"0.00","1399.87","Jul 01, 2025"
"TSLA250815C00340000","13.60","Trade","TSLA Aug 15, 2025 $340.00 Call",-1,"0.00","1359.87","Jul 01, 2025"
"BABA250815C00110000","8.05","Trade","BABA Aug 15, 2025 $110.00 Call",3,"0.00","-2415.35","Jul 01, 2025"
"PLTR250718P00142000","11.96","Trade","PLTR Jul 18, 2025 $142.00 Put",-1,"0.00","1195.87","Jul 01, 2025"
"TSLA250718P00290000","13.06","Trade","TSLA Jul 18, 2025 $290.00 Put",-1,"0.00","1305.87","Jul 01, 2025"
"AMD250815C00135000","10.40","Trade","AMD Aug 15, 2025 $135.00 Call",2,"0.00","-2080.24","Jul 01, 2025"
"AAPL250718C00200000","10.70","Trade","AAPL Jul 18, 2025 $200.00 Call",-2,"0.00","2139.76","Jul 01, 2025"
"META250718C00705000","27.50","Trade","META Jul 18, 2025 $705.00 Call",1,"0.00","-2750.12","Jul 01, 2025"
"COIN250815C00340000","31.38","Trade","COIN Aug 15, 2025 $340.00 Call",2,"0.00","-6276.23","Jul 01, 2025"
"BABA250815C00110000","8.05","Trade","BABA Aug 15, 2025 $110.00 Call",3,"0.00","-2415.35","Jul 01, 2025"
"META250718C00705000","27.42","Trade","META Jul 18, 2025 $705.00 Call",1,"0.00","-2742.12","Jul 01, 2025"
"AAPL250815C00200000","14.00","Trade","AAPL Aug 15, 2025 $200.00 Call",-1,"0.00","1399.87","Jul 01, 2025"
"AAPL250718C00200000","10.83","Trade","AAPL Jul 18, 2025 $200.00 Call",-2,"0.00","2165.76","Jul 01, 2025"
"CVNA250718P00325000","8.10","Trade","CVNA Jul 18, 2025 $325.00 Put",-1,"0.00","809.87","Jul 01, 2025"
"BABA250718C00112000","3.83","Trade","BABA Jul 18, 2025 $112.00 Call",-2,"0.00","765.74","Jul 01, 2025"
"QQQ250701P00550000","1.20","Trade","QQQ Jul 01, 2025 $550.00 Put",-3,"0.00","359.64","Jul 01, 2025"
"TSLA250718P00290000","13.38","Trade","TSLA Jul 18, 2025 $290.00 Put",-1,"0.00","1337.87","Jul 01, 2025"
"BABA250815C00110000","8.06","Trade","BABA Aug 15, 2025 $110.00 Call",2,"0.00","-1612.24","Jul 01, 2025"
"AAPL250718P00200000","1.38","Trade","AAPL Jul 18, 2025 $200.00 Put",-6,"0.00","827.28","Jul 01, 2025"
"META250815C00720000","39.90","Trade","META Aug 15, 2025 $720.00 Call",1,"0.00","-3990.12","Jul 01, 2025"
"TSLA250815C00340000","13.65","Trade","TSLA Aug 15, 2025 $340.00 Call",-1,"0.00","1364.87","Jul 01, 2025"
"QQQ250725P00550000","9.06","Trade","QQQ Jul 25, 2025 $550.00 Put",3,"0.00","-2718.36","Jul 01, 2025"
"AAPL250711P00210000","3.90","Trade","AAPL Jul 11, 2025 $210.00 Put",6,"0.00","-2340.68","Jul 01, 2025"
"AAPL250711P00210000","3.90","Trade","AAPL Jul 11, 2025 $210.00 Put",6,"0.00","-2340.68","Jul 01, 2025"
"AMD250815C00135000","10.37","Trade","AMD Aug 15, 2025 $135.00 Call",2,"0.00","-2074.23","Jul 01, 2025"
"AAPL250718P00200000","1.39","Trade","AAPL Jul 18, 2025 $200.00 Put",-6,"0.00","833.30","Jul 01, 2025"
"QQQ250725P00550000","9.04","Trade","QQQ Jul 25, 2025 $550.00 Put",3,"0.00","-2712.35","Jul 01, 2025"
"AAPL250711P00200000","0.66","Trade","AAPL Jul 11, 2025 $200.00 Put",-4,"0.00","263.54","Jul 01, 2025"
"QQQ250701P00550000","1.19","Trade","QQQ Jul 01, 2025 $550.00 Put",-3,"0.00","356.61","Jul 01, 2025"
"BABA250919C00140000","1.89","Trade","BABA Sep 19, 2025 $140.00 Call",15,"0.00","-2836.68","Jul 01, 2025"
"BABA250815C00110000","8.09","Trade","BABA Aug 15, 2025 $110.00 Call",2,"0.00","-1618.23","Jul 01, 2025"
"AAPL250711P00210000","3.60","Trade","AAPL Jul 11, 2025 $210.00 Put",4,"0.00","-1440.45","Jul 01, 2025"
"CVNA250718P00325000","8.26","Trade","CVNA Jul 18, 2025 $325.00 Put",-1,"0.00","825.87","Jul 01, 2025"
"SLV260116C00029000","4.95","Trade","SLV Jan 16, 2026 $29.00 Call",-10,"0.00","4948.81","Jun 30, 2025"
"AAPL250718P00205000","7.12","Trade","AAPL Jul 18, 2025 $205.00 Put",-3,"0.00","2135.63","Jun 30, 2025"
"ASTS250718P00054000","9.21","Trade","ASTS Jul 18, 2025 $54.00 Put",-1,"0.00","920.87","Jun 30, 2025"
"BABA250815C00105000","11.00","Trade","BABA Aug 15, 2025 $105.00 Call",5,"0.00","-5500.58","Jun 30, 2025"
"RIVN260116C00012500","3.05","Trade","RIVN Jan 16, 2026 $12.50 Call",-10,"0.00","3048.80","Jun 30, 2025"
"ASTS250718P00054000","9.00","Trade","ASTS Jul 18, 2025 $54.00 Put",-1,"0.00","899.87","Jun 30, 2025"
"BABA250815C00110000","7.51","Trade","BABA Aug 15, 2025 $110.00 Call",-3,"0.00","2252.61","Jun 30, 2025"
"QQQ250725P00550000","8.20","Trade","QQQ Jul 25, 2025 $550.00 Put",2,"0.00","-1640.24","Jun 30, 2025"
"SLV260116C00030000","4.41","Trade","SLV Jan 16, 2026 $30.00 Call",10,"0.00","-4411.15","Jun 30, 2025"
"APP250725P00340000","17.80","Trade","APP Jul 25, 2025 $340.00 Put",1,"0.00","-1780.12","Jun 30, 2025"
"BABA250815C00105000","11.05","Trade","BABA Aug 15, 2025 $105.00 Call",5,"0.00","-5525.58","Jun 30, 2025"
"QQQ250630P00546000","0.14","Trade","QQQ Jun 30, 2025 $546.00 Put",-2,"0.00","27.74","Jun 30, 2025"
"COIN260116C00510000","24.45","Trade","COIN Jan 16, 2026 $510.00 Call",-1,"0.00","2444.87","Jun 30, 2025"
"AAPL250718P00205000","6.10","Trade","AAPL Jul 18, 2025 $205.00 Put",3,"0.00","-1830.36","Jun 30, 2025"
"QQQ250707P00549000","3.54","Trade","QQQ Jul 07, 2025 $549.00 Put",-2,"0.00","707.74","Jun 30, 2025"
"ASTS250718P00054000","9.20","Trade","ASTS Jul 18, 2025 $54.00 Put",-1,"0.00","919.87","Jun 30, 2025"
"PLTR250725P00138000","8.65","Trade","PLTR Jul 25, 2025 $138.00 Put",2,"0.00","-1730.24","Jun 30, 2025"
"AMZN250815C00210000","17.85","Trade","AMZN Aug 15, 2025 $210.00 Call",-7,"0.00","12494.16","Jun 30, 2025"
"ASTS250718P00054000","9.00","Trade","ASTS Jul 18, 2025 $54.00 Put",-1,"0.00","899.87","Jun 30, 2025"
"HOOD260116C00075000","27.26","Trade","HOOD Jan 16, 2026 $75.00 Call",-1,"0.00","2725.87","Jun 30, 2025"
"AAPL250815C00200000","9.99","Trade","AAPL Aug 15, 2025 $200.00 Call",10,"0.00","-9991.16","Jun 30, 2025"
"AAPL250815C00200000","8.90","Trade","AAPL Aug 15, 2025 $200.00 Call",-10,"0.00","8898.80","Jun 30, 2025"
"AAPL250815C00200000","10.45","Trade","AAPL Aug 15, 2025 $200.00 Call",10,"0.00","-10451.16","Jun 30, 2025"
"BABA250711P00113000","2.31","Trade","BABA Jul 11, 2025 $113.00 Put",3,"0.00","-693.36","Jun 30, 2025"
"AMZN250815C00210000","17.06","Trade","AMZN Aug 15, 2025 $210.00 Call",3,"0.00","-5118.36","Jun 30, 2025"
"AMZN250718P00215000","2.68","Trade","AMZN Jul 18, 2025 $215.00 Put",-3,"0.00","803.62","Jun 30, 2025"
"SMCI250815C00046000","7.90","Trade","SMCI Aug 15, 2025 $46.00 Call",-3,"0.00","2369.63","Jun 30, 2025"
"SMCI250815C00046000","7.40","Trade","SMCI Aug 15, 2025 $46.00 Call",-3,"0.00","2219.63","Jun 30, 2025"
"TSLA260116C00440000","23.45","Trade","TSLA Jan 16, 2026 $440.00 Call",-1,"0.00","2344.87","Jun 30, 2025"
"RBLX250725P00107000","5.25","Trade","RBLX Jul 25, 2025 $107.00 Put",3,"0.00","-1575.36","Jun 30, 2025"
"AAPL250711P00200000","2.18","Trade","AAPL Jul 11, 2025 $200.00 Put",4,"0.00","-872.46","Jun 30, 2025"
"APP250718P00347500","16.50","Trade","APP Jul 18, 2025 $347.50 Put",-1,"0.00","1649.87","Jun 30, 2025"
"SLV260116C00028000","5.75","Trade","SLV Jan 16, 2026 $28.00 Call",-2,"0.00","1149.74","Jun 27, 2025"
"COIN260116C00510000","25.75","Trade","COIN Jan 16, 2026 $510.00 Call",1,"0.00","-2575.12","Jun 27, 2025"
"AAPL250718P00200000","4.00","Trade","AAPL Jul 18, 2025 $200.00 Put",2,"0.00","-800.24","Jun 27, 2025"
"ASTS250718P00054000","6.95","Trade","ASTS Jul 18, 2025 $54.00 Put",-1,"0.00","694.87","Jun 27, 2025"
"PLTR","135.00","Trade","PLTR",-200,"9.00","26990.97","Jun 27, 2025"
"PLTR","140.00","Trade","PLTR",200,"9.00","-28009.00","Jun 27, 2025"
"ASTS250718P00054000","6.97","Trade","ASTS Jul 18, 2025 $54.00 Put",-1,"0.00","696.87","Jun 27, 2025"
"TSLA250815C00340000","21.00","Trade","TSLA Aug 15, 2025 $340.00 Call",1,"0.00","-2100.12","Jun 27, 2025"
"TSLA250815C00340000","21.00","Trade","TSLA Aug 15, 2025 $340.00 Call",1,"0.00","-2100.12","Jun 27, 2025"
"APP250703C00342500","10.04","Trade","APP Jul 03, 2025 $342.50 Call",-1,"0.00","1003.87","Jun 27, 2025"
"SMCI250815C00046000","6.45","Trade","SMCI Aug 15, 2025 $46.00 Call",-1,"0.00","644.87","Jun 27, 2025"
"QQQ250701P00550000","3.91","Trade","QQQ Jul 01, 2025 $550.00 Put",3,"0.00","-1173.36","Jun 27, 2025"
"SMCI250627P00047000","0.01","Trade","SMCI Jun 27, 2025 $47.00 Put",-2,"0.00","1.74","Jun 27, 2025"
"TSLA260116C00440000","25.25","Trade","TSLA Jan 16, 2026 $440.00 Call",1,"0.00","-2525.12","Jun 27, 2025"
"AAPL250815C00200000","10.20","Trade","AAPL Aug 15, 2025 $200.00 Call",-1,"0.00","1019.87","Jun 27, 2025"
"AAPL250815C00200000","10.21","Trade","AAPL Aug 15, 2025 $200.00 Call",-1,"0.00","1020.87","Jun 27, 2025"
"AAPL250815C00200000","9.58","Trade","AAPL Aug 15, 2025 $200.00 Call",5,"0.00","-4790.58","Jun 27, 2025"
"SLV260116C00028000","5.75","Trade","SLV Jan 16, 2026 $28.00 Call",-2,"0.00","1149.75","Jun 27, 2025"
"TSLA250718P00290000","4.80","Trade","TSLA Jul 18, 2025 $290.00 Put",1,"0.00","-480.12","Jun 27, 2025"
"AAPL250718P00202500","5.10","Trade","AAPL Jul 18, 2025 $202.50 Put",-2,"0.00","1019.74","Jun 27, 2025"
"APP250703C00342500","7.30","Trade","APP Jul 03, 2025 $342.50 Call",-1,"0.00","729.87","Jun 27, 2025"
"HOOD260116C00080000","18.70","Trade","HOOD Jan 16, 2026 $80.00 Call",-1,"0.00","1869.87","Jun 27, 2025"
"AAPL250815C00200000","9.60","Trade","AAPL Aug 15, 2025 $200.00 Call",5,"0.00","-4800.58","Jun 27, 2025"
"QQQ250707P00549000","4.95","Trade","QQQ Jul 07, 2025 $549.00 Put",2,"0.00","-990.24","Jun 27, 2025"
"QQQ250701P00537000","0.27","Trade","QQQ Jul 01, 2025 $537.00 Put",-2,"0.00","53.75","Jun 27, 2025"
"SLV250627P00033500","0.64","Trade","SLV Jun 27, 2025 $33.50 Put",-2,"0.00","127.75","Jun 27, 2025"
"QQQ250701P00550000","3.82","Trade","QQQ Jul 01, 2025 $550.00 Put",3,"0.00","-1146.36","Jun 27, 2025"
"SLV250627P00033500","0.63","Trade","SLV Jun 27, 2025 $33.50 Put",-2,"0.00","125.75","Jun 27, 2025"
"AAPL250718P00202500","5.10","Trade","AAPL Jul 18, 2025 $202.50 Put",-2,"0.00","1019.74","Jun 27, 2025"
"APP250703C00342500","8.27","Trade","APP Jul 03, 2025 $342.50 Call",1,"0.00","-827.12","Jun 27, 2025"
"AAPL250718P00200000","4.00","Trade","AAPL Jul 18, 2025 $200.00 Put",2,"0.00","-800.24","Jun 27, 2025"
"QQQ250701P00537000","0.27","Trade","QQQ Jul 01, 2025 $537.00 Put",-2,"0.00","53.74","Jun 27, 2025"
"TSLA250718P00290000","4.80","Trade","TSLA Jul 18, 2025 $290.00 Put",1,"0.00","-480.12","Jun 27, 2025"
"PLTR250718P00142000","8.10","Trade","PLTR Jul 18, 2025 $142.00 Put",-1,"0.00","809.87","Jun 27, 2025"
"PLTR250718P00142000","8.10","Trade","PLTR Jul 18, 2025 $142.00 Put",-1,"0.00","809.87","Jun 27, 2025"
"COIN250703P00370000","21.20","Trade","COIN Jul 03, 2025 $370.00 Put",-1,"0.00","2119.87","Jun 27, 2025"
"COIN250703P00370000","21.35","Trade","COIN Jul 03, 2025 $370.00 Put",-1,"0.00","2134.87","Jun 27, 2025"
"HOOD260116C00080000","18.70","Trade","HOOD Jan 16, 2026 $80.00 Call",-1,"0.00","1869.87","Jun 27, 2025"
,,"Option","CRWV250627P00120000",2,,"0.00","Jun 27, 2025"
,,"Option","CRWV250627P00100000",-1,,"0.00","Jun 27, 2025"
,,"Option","PLTR250627P00140000",2,,"0.00","Jun 27, 2025"
,,"Option","QQQ250627P00536000",-2,,"0.00","Jun 27, 2025"
,,"Option","PLTR250627P00135000",-2,,"0.00","Jun 27, 2025"
,,"Option","FDX250627P00205000",2,,"0.00","Jun 27, 2025"
,,"Option","FDX250627P00200000",-2,,"0.00","Jun 27, 2025"
,,"Option","CRWD250627P00455000",2,,"0.00","Jun 27, 2025"
,,"Option","CRWD250627P00450000",-2,,"0.00","Jun 27, 2025"
,,"Option","CAT250627P00335000",2,,"0.00","Jun 27, 2025"
,,"Option","CAT250627P00330000",-2,,"0.00","Jun 27, 2025"
,,"Option","AMGN250627P00270000",2,,"0.00","Jun 27, 2025"
,,"Option","AMGN250627P00265000",-2,,"0.00","Jun 27, 2025"
,,"Option","CRWV250627P00140000",-1,,"0.00","Jun 27, 2025"
"SMCI250815C00046000","7.56","Trade","SMCI Aug 15, 2025 $46.00 Call",-1,"0.00","755.87","Jun 26, 2025"
"AAPL250718C00200000","5.05","Trade","AAPL Jul 18, 2025 $200.00 Call",2,"0.00","-1010.24","Jun 26, 2025"
"AMZN260116C00230000","15.75","Trade","AMZN Jan 16, 2026 $230.00 Call",2,"0.00","-3150.24","Jun 26, 2025"
"QQQ250630P00546000","2.27","Trade","QQQ Jun 30, 2025 $546.00 Put",2,"0.00","-454.24","Jun 26, 2025"
"SLV260116C00028000","6.25","Trade","SLV Jan 16, 2026 $28.00 Call",-1,"0.00","624.87","Jun 26, 2025"
"RIVN260116C00012500","3.35","Trade","RIVN Jan 16, 2026 $12.50 Call",10,"0.00","-3351.16","Jun 26, 2025"
"MSFT260116C00500000","35.00","Trade","MSFT Jan 16, 2026 $500.00 Call",-1,"0.00","3499.87","Jun 26, 2025"
"AAPL250718P00200000","4.55","Trade","AAPL Jul 18, 2025 $200.00 Put",4,"0.00","-1820.46","Jun 26, 2025"
"AMZN260116C00230000","15.64","Trade","AMZN Jan 16, 2026 $230.00 Call",2,"0.00","-3128.24","Jun 26, 2025"
"AAPL250718C00200000","5.05","Trade","AAPL Jul 18, 2025 $200.00 Call",2,"0.00","-1010.24","Jun 26, 2025"
"AAPL250718P00202500","5.15","Trade","AAPL Jul 18, 2025 $202.50 Put",-2,"0.00","1029.75","Jun 26, 2025"
"AAPL250718P00202500","5.15","Trade","AAPL Jul 18, 2025 $202.50 Put",-2,"0.00","1029.75","Jun 26, 2025"
"SMCI250815C00046000","7.18","Trade","SMCI Aug 15, 2025 $46.00 Call",-1,"0.00","717.87","Jun 26, 2025"
"BABA250815C00110000","8.54","Trade","BABA Aug 15, 2025 $110.00 Call",3,"0.00","-2561.36","Jun 26, 2025"
"BABA250718C00112000","4.68","Trade","BABA Jul 18, 2025 $112.00 Call",2,"0.00","-936.24","Jun 26, 2025"
"SMCI250815C00046000","7.15","Trade","SMCI Aug 15, 2025 $46.00 Call",-1,"0.00","714.87","Jun 26, 2025"
"AAPL250718P00200000","4.55","Trade","AAPL Jul 18, 2025 $200.00 Put",4,"0.00","-1820.46","Jun 26, 2025"
"SLV260116C00028000","6.25","Trade","SLV Jan 16, 2026 $28.00 Call",-1,"0.00","624.87","Jun 26, 2025"
"MSFT260116C00500000","34.90","Trade","MSFT Jan 16, 2026 $500.00 Call",-1,"0.00","3489.87","Jun 26, 2025"
"NVDA250815C00140000","19.14","Trade","NVDA Aug 15, 2025 $140.00 Call",-1,"0.00","1913.87","Jun 26, 2025"
"NVDA250815C00140000","19.14","Trade","NVDA Aug 15, 2025 $140.00 Call",-1,"0.00","1913.87","Jun 26, 2025"
"COIN250703P00370000","9.30","Trade","COIN Jul 03, 2025 $370.00 Put",1,"0.00","-930.12","Jun 26, 2025"
"NVDA250815C00140000","18.77","Trade","NVDA Aug 15, 2025 $140.00 Call",-1,"0.00","1876.87","Jun 26, 2025"
"BABA250718C00112000","4.67","Trade","BABA Jul 18, 2025 $112.00 Call",2,"0.00","-934.24","Jun 26, 2025"
"APP250703C00342500","11.40","Trade","APP Jul 03, 2025 $342.50 Call",1,"0.00","-1140.12","Jun 26, 2025"
"COIN250703P00370000","9.21","Trade","COIN Jul 03, 2025 $370.00 Put",1,"0.00","-921.12","Jun 26, 2025"
"COIN250815C00340000","52.50","Trade","COIN Aug 15, 2025 $340.00 Call",-2,"0.00","10499.74","Jun 26, 2025"
"NVDA250815C00140000","18.75","Trade","NVDA Aug 15, 2025 $140.00 Call",-1,"0.00","1874.87","Jun 26, 2025"
"AMD260116C00130000","25.80","Trade","AMD Jan 16, 2026 $130.00 Call",-1,"0.00","2579.87","Jun 25, 2025"
"COIN250627P00350000","6.40","Trade","COIN Jun 27, 2025 $350.00 Put",-1,"0.00","639.87","Jun 25, 2025"
"AAPL250718P00202500","4.90","Trade","AAPL Jul 18, 2025 $202.50 Put",4,"0.00","-1960.46","Jun 25, 2025"
"HOOD260116C00080000","19.95","Trade","HOOD Jan 16, 2026 $80.00 Call",-1,"0.00","1994.87","Jun 25, 2025"
"PLTR250815P00135000","9.50","Trade","PLTR Aug 15, 2025 $135.00 Put",-2,"0.00","1899.74","Jun 25, 2025"
"APP250718P00347500","20.20","Trade","APP Jul 18, 2025 $347.50 Put",1,"0.00","-2020.12","Jun 25, 2025"
"SLV260116C00029000","5.30","Trade","SLV Jan 16, 2026 $29.00 Call",10,"0.00","-5301.16","Jun 25, 2025"
"SLV260116C00028000","5.95","Trade","SLV Jan 16, 2026 $28.00 Call",5,"0.00","-2975.58","Jun 25, 2025"
"CVNA250718P00325000","19.05","Trade","CVNA Jul 18, 2025 $325.00 Put",1,"0.00","-1905.12","Jun 25, 2025"
"HOOD260116C00075000","20.90","Trade","HOOD Jan 16, 2026 $75.00 Call",1,"0.00","-2090.12","Jun 25, 2025"
"CVNA250718P00325000","19.25","Trade","CVNA Jul 18, 2025 $325.00 Put",1,"0.00","-1925.12","Jun 25, 2025"
"COIN250815C00340000","39.65","Trade","COIN Aug 15, 2025 $340.00 Call",1,"0.00","-3965.12","Jun 25, 2025"
"AMD260116C00130000","25.88","Trade","AMD Jan 16, 2026 $130.00 Call",-1,"0.00","2587.87","Jun 25, 2025"
"AMZN250718P00215000","6.99","Trade","AMZN Jul 18, 2025 $215.00 Put",3,"0.00","-2096.36","Jun 25, 2025"
"SMCI250815C00046000","5.85","Trade","SMCI Aug 15, 2025 $46.00 Call",5,"0.00","-2925.58","Jun 25, 2025"
"TSLA250815C00360000","17.79","Trade","TSLA Aug 15, 2025 $360.00 Call",-1,"0.00","1778.87","Jun 25, 2025"
"HOOD260116C00080000","19.81","Trade","HOOD Jan 16, 2026 $80.00 Call",-1,"0.00","1980.87","Jun 25, 2025"
"SMCI250627P00047000","1.39","Trade","SMCI Jun 27, 2025 $47.00 Put",2,"0.00","-278.24","Jun 25, 2025"
"ASTS250718P00054000","6.85","Trade","ASTS Jul 18, 2025 $54.00 Put",3,"0.00","-2055.36","Jun 25, 2025"
"AAPL250815C00200000","9.87","Trade","AAPL Aug 15, 2025 $200.00 Call",10,"0.00","-9874.16","Jun 25, 2025"
"TSLA250815C00360000","17.76","Trade","TSLA Aug 15, 2025 $360.00 Call",-1,"0.00","1775.87","Jun 25, 2025"
"PLTR250718P00142000","6.50","Trade","PLTR Jul 18, 2025 $142.00 Put",3,"0.00","-1950.36","Jun 25, 2025"
"APP250718P00347500","20.00","Trade","APP Jul 18, 2025 $347.50 Put",1,"0.00","-2000.12","Jun 25, 2025"
"AAPL250815C00200000","9.86","Trade","AAPL Aug 15, 2025 $200.00 Call",10,"0.00","-9861.15","Jun 25, 2025"
